yelpPage,priceRange,exactZipcode,latitude,longitude
https://www.yelp.com/biz/cpw-new-york,Pricey,10024,40.786136,-73.975746
https://www.yelp.com/biz/payless-shoesource-new-york-22,,10035,40.7986449,-73.9391375
https://www.yelp.com/biz/bryn-taylor-style-manhattan,,,40.7536854,-73.9991637
https://www.yelp.com/biz/upper-90-soccer-manhattan-new-york,Moderate,10025,40.7925072,-73.9713658
https://www.yelp.com/biz/narzizo-ayala-sport-new-york,,10035,40.7985257,-73.9388524
https://www.yelp.com/biz/capri-alex-on-amsterdam-new-york,,10025,40.8014793,-73.9653026
https://www.yelp.com/biz/diana-and-jeffries-clothing-new-york,,10128,40.785239,-73.955858
https://www.yelp.com/biz/x-gallery-new-york,,10026,40.8037041,-73.9489553
https://www.yelp.com/biz/aphrodite-ancient-art-new-york-2,,10029,40.791346,-73.95312
https://www.yelp.com/biz/taroo-new-york-2,Pricey,10024,40.785419,-73.9764332
https://www.yelp.com/biz/exclusive-footage-new-york,Pricey,10027,40.809429,-73.95016
https://www.yelp.com/biz/market-place-concept-edgewater,,07020,40.820079,-73.9772178
https://www.yelp.com/biz/rainbow-of-value-new-york,,10030,40.819939,-73.943528
https://www.yelp.com/biz/bliss-pharmacy-new-york-2,Moderate,10029,40.794009,-73.9494332
https://www.yelp.com/biz/casa-el-rodeo-new-york,Moderate,10029,40.7973294,-73.9389572
https://www.yelp.com/biz/cucu-new-york,Inexpensive,10025,40.7942639,-73.9725919
https://www.yelp.com/biz/99-cent-jackpot-new-york,Inexpensive,10029,40.7988246,-73.9428477
https://www.yelp.com/biz/the-craft-studio-new-york,Moderate,10128,40.7829679,-73.9506829
https://www.yelp.com/biz/mega-menswear-new-york,,10027,40.8068602,-73.9440417
https://www.yelp.com/biz/casa-elegante-new-york,,10035,40.799496,-73.9391679
https://www.yelp.com/biz/august-black-new-york,,,40.7361476,-73.9955368
https://www.yelp.com/biz/thinking-craft-new-york,,10025,40.7927409,-73.9679887
https://www.yelp.com/biz/big-bargain-new-york,,10027,40.814266,-73.956659
https://www.yelp.com/biz/el-moda-furniture-new-york,Moderate,10027,40.8073294425004,-73.9450101140167
https://www.yelp.com/biz/book-culture-on-broadway-manhattan,Moderate,10025,40.806807,-73.9653485
https://www.yelp.com/biz/america-jewelry-pawnbrokers-new-york,,10029,40.7990121517868,-73.9426762794283
https://www.yelp.com/biz/strawberry-new-york-14,,10025,40.799161,-73.9690678
https://www.yelp.com/biz/paradise-shoes-new-york,,10027,40.8071118,-73.9433076
https://www.yelp.com/biz/kangs-jewelry-new-york,,10029,40.7985716,-73.9419195
https://www.yelp.com/biz/dot-new-york,,10024,40.7852767,-73.9765921
https://www.yelp.com/biz/ruvido-manhattan,,10128,40.7840765,-73.9479152
https://www.yelp.com/biz/le-fashion-coupe-new-york,Inexpensive,10024,40.7859464,-73.9741874
https://www.yelp.com/biz/j-and-j-fashion-new-york,,10029,40.7938166,-73.9435595
https://www.yelp.com/biz/payless-shoesource-new-york-5,Inexpensive,10029,40.790606,-73.9448453
https://www.yelp.com/biz/loansrus-new-york-2,Moderate,10029,40.7983524,-73.9414039
https://www.yelp.com/biz/v-and-m-american-outlet-superstore-new-york,,10035,40.8014144,-73.9377907
https://www.yelp.com/biz/talines-jewelry-edgewater,,07020,40.820063,-73.977215
https://www.yelp.com/biz/empire-sports-wear-new-york,,10027,40.8078585,-73.946393
https://www.yelp.com/biz/dabos-apparel-new-york,,10035,40.805449,-73.940405
https://www.yelp.com/biz/ckboss-manhattan,,10025,40.7999209,-73.9683102
https://www.yelp.com/biz/artharlem-manhattan-2,,10025,40.8075525,-73.9648525
https://www.yelp.com/biz/deal-new-york-7,Inexpensive,10035,40.8001390949107,-73.9388291537762
https://www.yelp.com/biz/jb-b-o-r-n-vintage-fashion-manhattan,Moderate,10035,40.8057727,-73.9401267
https://www.yelp.com/biz/columbus-ave-pharmacy-new-york,Moderate,10025,40.798529,-73.9636725
https://www.yelp.com/biz/cala-jewelry-new-york,,10001,40.7989627,-73.9411959
